year_ticket_id,ticket_priority,ticket_category,issue_type,device_type,specialization,resolution_time_minutes,first_response_time_minutes,sla_breach_flag,service_tier
2023_T0006827,P2,Hardware,Access,Router,Network,412.05,16.0,0.0,Gold
2023_T0003157,P2,Network,Access,Router,Network,396.23,53.0,0.0,Gold
2023_T0005672,P3,Network,Crash,Router,Network,2836.05,34.0,0.0,Bronze
2023_T0005566,P3,Hardware,Slow,Server,Server,1289.98,28.0,0.0,Gold
2023_T0006585,P4,Network,Failure,Server,Network,3419.75,11.0,1.0,Gold
2023_T0003231,P1,Network,Access,Server,Network,740.4,45.0,1.0,Bronze
2023_T0001742,P3,Hardware,Slow,Server,Server,1252.73,23.0,0.0,Gold
2023_T0006707,P4,Network,Slow,Server,Server,2947.08,18.0,1.0,Silver
2023_T0006046,P3,Hardware,Slow,Server,Network,1056.78,5.0,0.0,Gold
2023_T0001250,P3,Network,Failure,Router,Network,1449.42,9.0,1.0,Gold
2023_T0001477,P3,Network,Failure,Firewall,Network,2898.83,9.0,1.0,Bronze
2023_T0002112,P2,Network,Failure,Firewall,Server,1549.88,41.0,1.0,Bronze
2023_T0004580,P4,Network,Access,Server,Server,4577.48,7.0,1.0,Bronze
2023_T0001134,P2,Hardware,Failure,Firewall,Network,1425.13,14.0,0.0,Bronze
2023_T0003939,P2,Hardware,Access,Switch,Network,1491.25,49.0,1.0,Bronze
2023_T0001583,P2,Network,Slow,Firewall,Server,504.77,14.0,1.0,Gold
2023_T0005667,P2,Network,Access,Switch,Network,1191.75,30.0,0.0,Bronze
2023_T0004932,P1,Network,Failure,Firewall,Server,808.15,51.0,1.0,Bronze
2023_T0004293,P1,Hardware,Failure,Switch,Network,226.23,6.0,0.0,Gold
2023_T0003166,P4,Network,Access,Switch,Network,2934.57,10.0,1.0,Gold
2023_T0000115,P2,Network,Access,Router,Network,840.2,41.0,1.0,Silver
2023_T0005112,P2,Hardware,Crash,Firewall,Network,642.12,20.0,0.0,Silver
2023_T0004290,P2,Hardware,Slow,Switch,Network,531.82,8.0,1.0,Gold
2023_T0003634,P3,Hardware,Crash,Server,Network,1109.52,7.0,0.0,Gold
2023_T0001194,P2,Network,Slow,Router,Network,460.37,10.0,0.0,Gold
2023_T0001421,P2,Network,Slow,Router,Network,690.55,10.0,0.0,Silver
2023_T0006566,P3,Network,Failure,Firewall,Network,2704.88,18.0,0.0,Bronze
2023_T0006036,P3,Hardware,Access,Firewall,Network,3192.27,55.0,1.0,Bronze
2023_T0000260,P4,Network,Access,Router,Server,3862.67,37.0,0.0,Bronze
2023_T0005383,P2,Hardware,Slow,Server,Server,1131.15,54.0,0.0,Bronze
2023_T0000242,P4,Hardware,Slow,Router,Network,4908.33,53.0,1.0,Bronze
2023_T0002900,P1,Network,Crash,Router,Server,228.87,38.0,0.0,Gold
2023_T0001492,P4,Network,Access,Firewall,Network,5102.83,33.0,1.0,Bronze
2023_T0001719,P4,Network,Access,Firewall,Network,5102.83,33.0,1.0,Bronze
2023_T0006538,P3,Network,Crash,Firewall,Network,3003.48,11.0,1.0,Bronze
2023_T0004130,P4,Network,Failure,Switch,Server,3202.27,8.0,1.0,Gold
2023_T0000735,P1,Network,Slow,Server,Server,217.05,37.0,0.0,Gold
2023_T0000962,P1,Network,Slow,Switch,Server,434.1,37.0,0.0,Silver
2023_T0001061,P1,Network,Crash,Server,Network,207.18,45.0,0.0,Gold
2023_T0001288,P1,Network,Crash,Firewall,Network,621.57,45.0,0.0,Bronze
2023_T0006170,P1,Hardware,Access,Firewall,Network,249.93,52.0,1.0,Gold
2023_T0001366,P3,Hardware,Crash,Switch,Network,3299.77,7.0,1.0,Bronze
2023_T0001593,P3,Hardware,Crash,Router,Network,3299.77,7.0,1.0,Bronze
2023_T0000027,P2,Network,Slow,Server,Server,346.87,34.0,0.0,Gold
2023_T0000254,P2,Network,Slow,Server,Server,1040.63,34.0,0.0,Bronze
2023_T0004173,P2,Hardware,Crash,Firewall,Server,443.88,38.0,0.0,Gold
2023_T0006870,P2,Hardware,Crash,Firewall,Network,386.83,45.0,0.0,Gold
2023_T0003011,P4,Hardware,Failure,Firewall,Network,4694.23,16.0,1.0,Bronze
2023_T0001219,P2,Hardware,Slow,Switch,Network,1519.18,24.0,1.0,Bronze
2023_T0006841,P3,Network,Access,Switch,Network,1302.15,60.0,0.0,Gold
2023_T0001179,P4,Network,Access,Firewall,Network,2059.68,48.0,0.0,Silver
2023_T0001406,P4,Network,Access,Server,Network,3089.53,48.0,0.0,Bronze
2023_T0004309,P4,Network,Access,Switch,Server,2922.02,21.0,1.0,Gold
2023_T0006520,P1,Hardware,Slow,Router,Network,550.6,31.0,0.0,Bronze
2023_T0006446,P2,Hardware,Access,Server,Network,1203.9,15.0,0.0,Bronze
2023_T0002132,P3,Hardware,Slow,Router,Server,2575.45,11.0,0.0,Bronze
2023_T0004436,P1,Network,Access,Router,Network,233.2,46.0,0.0,Gold
2023_T0002786,P1,Network,Crash,Server,Network,494.17,36.0,1.0,Silver
2023_T0005174,P1,Hardware,Slow,Firewall,Network,206.8,5.0,0.0,Gold
2023_T0003149,P3,Network,Slow,Server,Network,2021.02,16.0,0.0,Bronze
2023_T0002309,P2,Hardware,Access,Router,Network,520.12,14.0,1.0,Gold
2023_T0001514,P3,Hardware,Failure,Server,Network,1622.55,35.0,1.0,Silver
2023_T0003375,P4,Network,Crash,Server,Network,4226.7,26.0,0.0,Bronze
2023_T0002200,P2,Network,Access,Server,Server,442.95,16.0,0.0,Gold
2023_T0006647,P4,Network,Slow,Router,Network,3405.12,45.0,1.0,Gold
2023_T0004709,P4,Network,Access,Firewall,Network,4117.02,47.0,0.0,Bronze
2023_T0000382,P2,Hardware,Crash,Switch,Network,594.25,25.0,0.0,Silver
2023_T0005324,P3,Network,Access,Firewall,Server,1452.3,43.0,1.0,Gold
2023_T0000422,P4,Network,Slow,Server,Network,5149.07,24.0,1.0,Bronze
2023_T0000649,P4,Network,Slow,Router,Network,3432.7,24.0,1.0,Silver
2023_T0003597,P1,Network,Crash,Server,Server,188.47,23.0,0.0,Gold
2023_T0005808,P2,Hardware,Slow,Switch,Network,1094.0,54.0,0.0,Bronze
2023_T0003087,P1,Hardware,Access,Firewall,Network,793.37,37.0,1.0,Bronze
2023_T0006698,P3,Hardware,Failure,Firewall,Server,2025.23,48.0,0.0,Bronze
2023_T0005019,P3,Hardware,Failure,Server,Server,3103.05,16.0,1.0,Bronze
2023_T0003336,P1,Network,Crash,Firewall,Network,168.18,14.0,0.0,Gold
2023_T0003015,P2,Network,Slow,Router,Network,556.7,33.0,1.0,Gold
2023_T0005805,P3,Hardware,Failure,Switch,Network,1575.37,17.0,1.0,Silver
2023_T0000149,P1,Hardware,Access,Firewall,Network,550.73,39.0,1.0,Silver
2023_T0000376,P1,Hardware,Access,Server,Network,275.37,39.0,1.0,Gold
2023_T0002047,P2,Network,Crash,Server,Network,818.97,31.0,1.0,Silver
2023_T0003062,P4,Hardware,Crash,Switch,Server,2639.22,39.0,0.0,Silver
2023_T0005009,P2,Network,Slow,Server,Network,563.82,29.0,1.0,Gold
2023_T0000626,P1,Network,Slow,Firewall,Network,266.82,50.0,1.0,Gold
2023_T0000853,P1,Network,Slow,Router,Network,800.48,50.0,1.0,Bronze
2023_T0005295,P2,Hardware,Crash,Switch,Network,773.92,32.0,1.0,Silver
2023_T0004558,P4,Hardware,Slow,Server,Network,4901.98,52.0,1.0,Bronze
2023_T0006954,P2,Network,Crash,Switch,Server,1546.2,9.0,1.0,Bronze
2023_T0004550,P3,Hardware,Access,Firewall,Network,1669.93,26.0,1.0,Gold
2023_T0000080,P4,Hardware,Crash,Firewall,Network,2522.22,47.0,0.0,Gold
2023_T0000307,P4,Hardware,Crash,Server,Network,2522.22,47.0,0.0,Gold
2023_T0000983,P2,Network,Crash,Firewall,Network,847.25,11.0,1.0,Silver
2023_T0005294,P4,Network,Slow,Router,Network,3035.58,20.0,0.0,Bronze
2023_T0000678,P2,Hardware,Access,Server,Network,369.03,35.0,0.0,Gold
2023_T0003558,P1,Network,Slow,Switch,Server,519.68,33.0,0.0,Bronze
2023_T0000327,P4,Network,Slow,Switch,Network,2048.32,8.0,0.0,Gold
2023_T0002649,P2,Network,Failure,Firewall,Network,403.23,13.0,0.0,Gold
2023_T0002685,P4,Network,Failure,Firewall,Network,2598.98,13.0,0.0,Silver
2023_T0004166,P4,Network,Slow,Firewall,Network,2809.4,39.0,0.0,Silver
2023_T0003433,P3,Network,Failure,Firewall,Network,1101.38,9.0,0.0,Gold
2023_T0005877,P2,Hardware,Slow,Router,Server,1647.05,28.0,1.0,Bronze
2023_T0005185,P3,Network,Failure,Router,Server,1581.73,52.0,1.0,Gold
2023_T0002992,P3,Network,Crash,Firewall,Network,1207.5,23.0,0.0,Gold
2023_T0004440,P2,Hardware,Slow,Switch,Network,388.12,6.0,0.0,Gold
2023_T0005275,P2,Network,Slow,Router,Network,1501.53,53.0,1.0,Bronze
2023_T0005607,P1,Network,Access,Router,Network,634.88,8.0,0.0,Bronze
2023_T0004491,P3,Hardware,Slow,Firewall,Server,1038.9,52.0,0.0,Gold
2023_T0001652,P4,Hardware,Slow,Server,Server,4033.38,10.0,0.0,Bronze
2023_T0005570,P4,Network,Failure,Firewall,Server,2757.55,46.0,0.0,Gold
2023_T0001495,P1,Hardware,Access,Firewall,Network,711.63,6.0,0.0,Bronze
2023_T0006066,P2,Hardware,Access,Router,Network,501.22,14.0,1.0,Gold
2023_T0000669,P3,Hardware,Crash,Router,Server,2760.83,5.0,0.0,Bronze
2023_T0000896,P3,Hardware,Crash,Router,Server,1380.42,5.0,0.0,Silver
2023_T0000160,P3,Network,Crash,Firewall,Network,1442.67,41.0,1.0,Gold
2023_T0005782,P4,Network,Failure,Server,Server,3371.67,54.0,1.0,Gold
2023_T0004911,P1,Hardware,Slow,Server,Server,543.07,10.0,0.0,Bronze
2023_T0006024,P3,Hardware,Access,Router,Network,2684.12,51.0,0.0,Bronze
2023_T0005095,P3,Hardware,Access,Router,Network,1453.15,58.0,1.0,Gold
2023_T0000198,P2,Network,Crash,Firewall,Server,371.35,36.0,0.0,Gold
2023_T0000269,P3,Hardware,Crash,Firewall,Network,1128.25,27.0,0.0,Gold
2023_T0000496,P3,Hardware,Crash,Router,Network,2256.5,27.0,0.0,Bronze
2023_T0002659,P1,Network,Slow,Firewall,Network,517.03,52.0,1.0,Silver
2023_T0005052,P1,Hardware,Access,Server,Server,285.98,7.0,1.0,Gold
2023_T0002258,P3,Network,Crash,Firewall,Network,2989.8,49.0,1.0,Bronze
2023_T0003931,P4,Hardware,Failure,Server,Network,2922.17,28.0,1.0,Gold
2023_T0003774,P2,Network,Access,Firewall,Network,1433.35,47.0,0.0,Bronze
2023_T0005978,P2,Network,Slow,Router,Server,750.98,17.0,1.0,Silver
2023_T0001356,P2,Network,Slow,Switch,Server,555.25,19.0,1.0,Gold
2023_T0003313,P4,Network,Crash,Router,Network,2816.62,10.0,0.0,Gold
2023_T0005999,P2,Hardware,Failure,Server,Server,1148.9,58.0,0.0,Bronze
2023_T0002173,P2,Hardware,Slow,Firewall,Network,1150.28,44.0,0.0,Bronze
2023_T0000647,P4,Hardware,Failure,Router,Network,2504.15,40.0,0.0,Silver
2023_T0000874,P4,Hardware,Failure,Firewall,Network,2504.15,40.0,0.0,Gold
2023_T0006451,P3,Network,Crash,Switch,Network,2593.93,36.0,0.0,Bronze
2023_T0000414,P3,Hardware,Failure,Firewall,Server,1651.78,34.0,1.0,Silver
2023_T0003315,P2,Network,Slow,Firewall,Network,433.4,36.0,0.0,Gold
2023_T0002835,P3,Hardware,Access,Server,Network,1182.55,39.0,0.0,Silver
2023_T0002556,P1,Hardware,Slow,Firewall,Network,371.13,36.0,0.0,Silver
2023_T0000780,P3,Hardware,Slow,Router,Network,1445.37,42.0,1.0,Gold
2023_T0005838,P3,Hardware,Slow,Server,Network,2822.93,35.0,0.0,Bronze
2023_T0003078,P1,Network,Failure,Firewall,Server,366.9,60.0,0.0,Silver
2023_T0003203,P4,Hardware,Slow,Firewall,Network,3254.65,53.0,1.0,Gold
2023_T0002321,P4,Network,Crash,Switch,Server,2760.38,30.0,0.0,Silver
2023_T0006292,P2,Network,Crash,Server,Network,1320.87,19.0,0.0,Bronze
2023_T0002493,P4,Hardware,Slow,Router,Server,2112.0,28.0,0.0,Gold
2023_T0000298,P3,Hardware,Failure,Switch,Network,3013.82,44.0,1.0,Bronze
2023_T0004416,P3,Network,Failure,Router,Server,3361.08,59.0,1.0,Bronze
2023_T0001456,P1,Network,Access,Switch,Network,240.67,50.0,1.0,Gold
2023_T0001683,P1,Network,Access,Firewall,Network,722.03,50.0,1.0,Bronze
2023_T0004398,P4,Network,Slow,Router,Network,2563.62,37.0,0.0,Silver
2023_T0000077,P2,Network,Access,Server,Server,404.65,29.0,0.0,Gold
2023_T0006388,P3,Network,Failure,Server,Server,1247.45,43.0,0.0,Gold
2023_T0005307,P1,Hardware,Failure,Firewall,Server,503.58,46.0,1.0,Silver
2023_T0005024,P2,Hardware,Failure,Router,Network,1634.5,60.0,1.0,Bronze
2023_T0000450,P3,Network,Failure,Switch,Server,1397.2,32.0,0.0,Silver
2023_T0005186,P1,Network,Slow,Router,Server,177.4,49.0,0.0,Gold
2023_T0005754,P2,Hardware,Crash,Switch,Network,393.53,48.0,0.0,Gold
2023_T0006777,P2,Network,Access,Firewall,Network,571.92,34.0,0.0,Silver
2023_T0004938,P3,Hardware,Access,Switch,Network,1466.28,14.0,1.0,Gold
2023_T0003714,P2,Hardware,Failure,Server,Network,1525.45,18.0,1.0,Bronze
2023_T0001290,P2,Network,Crash,Server,Network,502.62,37.0,1.0,Gold
2023_T0002001,P2,Network,Crash,Server,Network,1674.47,26.0,1.0,Bronze
2023_T0002124,P4,Network,Crash,Firewall,Network,2449.12,55.0,0.0,Silver
2023_T0004814,P1,Hardware,Access,Switch,Server,437.33,28.0,0.0,Silver
2023_T0006192,P3,Network,Failure,Server,Network,1346.82,15.0,0.0,Gold
2023_T0002005,P1,Network,Slow,Router,Network,667.58,11.0,0.0,Bronze
2023_T0001793,P2,Hardware,Slow,Router,Server,678.58,32.0,0.0,Silver
2023_T0001950,P4,Network,Crash,Server,Network,2147.95,53.0,0.0,Gold
2023_T0003893,P1,Hardware,Access,Router,Network,231.15,39.0,0.0,Gold
2023_T0000903,P4,Network,Failure,Switch,Network,3259.83,20.0,0.0,Bronze
2023_T0004247,P4,Network,Access,Switch,Network,5091.58,45.0,1.0,Bronze
2023_T0002887,P4,Network,Crash,Firewall,Network,3071.13,7.0,1.0,Gold
2023_T0003392,P3,Hardware,Failure,Firewall,Server,2696.08,33.0,0.0,Bronze
2023_T0002535,P2,Hardware,Access,Router,Network,1027.48,54.0,0.0,Bronze
2023_T0005882,P2,Hardware,Crash,Router,Network,543.77,24.0,1.0,Gold
2023_T0003007,P3,Hardware,Crash,Router,Network,2852.1,36.0,0.0,Bronze
2023_T0006368,P3,Network,Access,Switch,Server,1544.0,32.0,1.0,Gold
2023_T0001561,P2,Network,Access,Firewall,Network,653.68,34.0,0.0,Silver
2023_T0003326,P4,Network,Crash,Firewall,Server,3320.72,29.0,0.0,Bronze
2023_T0006026,P4,Hardware,Slow,Server,Server,2581.13,14.0,0.0,Gold
2023_T0004719,P4,Hardware,Crash,Router,Server,2631.97,31.0,0.0,Gold
2023_T0006894,P4,Hardware,Access,Switch,Network,2430.63,37.0,0.0,Gold
2023_T0004964,P3,Hardware,Access,Router,Server,1661.95,26.0,1.0,Gold
2023_T0002557,P2,Hardware,Crash,Firewall,Network,1647.67,12.0,1.0,Bronze
2023_T0001308,P4,Network,Crash,Firewall,Server,2302.83,12.0,0.0,Gold
2023_T0001535,P4,Network,Crash,Server,Server,2302.83,12.0,0.0,Gold
2023_T0006155,P1,Network,Crash,Router,Network,729.83,8.0,1.0,Bronze
2023_T0006344,P1,Hardware,Access,Firewall,Network,528.15,37.0,0.0,Bronze
2023_T0006730,P2,Network,Failure,Firewall,Network,396.35,6.0,0.0,Gold
2023_T0000812,P3,Network,Failure,Router,Network,3273.67,25.0,1.0,Bronze
2023_T0000802,P2,Network,Access,Server,Network,518.72,32.0,0.0,Silver
2023_T0006761,P1,Network,Slow,Server,Server,340.9,25.0,0.0,Silver
2023_T0003353,P4,Hardware,Failure,Firewall,Server,3024.8,33.0,1.0,Gold
2023_T0001045,P3,Network,Access,Server,Network,1575.77,34.0,1.0,Gold
2023_T0002729,P3,Network,Slow,Firewall,Network,2537.92,5.0,0.0,Bronze
2023_T0002136,P4,Network,Access,Server,Network,2229.5,49.0,0.0,Gold
2023_T0006110,P4,Hardware,Failure,Server,Network,2977.67,6.0,1.0,Gold
2023_T0005794,P4,Hardware,Crash,Switch,Network,,60.0,1.0,Gold
2023_T0004196,P3,Hardware,Crash,Firewall,Network,1640.27,51.0,1.0,Silver
2023_T0003016,P3,Hardware,Crash,Switch,Server,1138.92,40.0,0.0,Gold
2023_T0001428,P1,Hardware,Crash,Router,Network,243.0,54.0,1.0,Gold
2023_T0001655,P1,Hardware,Crash,Server,Network,243.0,54.0,1.0,Gold
2023_T0003666,P2,Hardware,Slow,Switch,Network,1427.85,15.0,0.0,Bronze
2023_T0005636,P1,Hardware,Slow,Router,Server,703.43,42.0,0.0,Bronze
2023_T0001783,P4,Hardware,Failure,Firewall,Network,2162.38,38.0,0.0,Gold
2023_T0004595,P1,Hardware,Slow,Router,Network,249.45,27.0,1.0,Gold
2023_T0006673,P1,Network,Failure,Firewall,Network,584.32,11.0,0.0,Bronze
2023_T0002270,P1,Hardware,Failure,Router,Network,181.72,6.0,0.0,Gold
2023_T0000915,P2,Network,Crash,Firewall,Network,1243.92,55.0,0.0,Bronze
2023_T0002440,P2,Hardware,Slow,Router,Server,1200.68,45.0,0.0,Bronze
2023_T0002905,P3,Network,Failure,Router,Network,1462.92,7.0,1.0,Gold
2023_T0006548,P2,Network,Failure,Firewall,Network,1593.9,34.0,1.0,Bronze
2023_T0005883,P3,Network,Slow,Firewall,Network,1105.57,50.0,0.0,Gold
2023_T0004897,P4,Network,Failure,Server,Network,3797.87,6.0,0.0,Bronze
2023_T0000132,P2,Network,Access,Router,Server,517.05,24.0,1.0,Gold
2023_T0005856,P3,Hardware,Crash,Firewall,Server,3206.2,57.0,1.0,Bronze
2023_T0003527,P1,Network,Slow,Switch,Server,596.48,11.0,0.0,Bronze
2023_T0000296,P2,Network,Access,Server,Network,523.1,49.0,0.0,Silver
2023_T0000523,P2,Network,Access,Server,Network,1046.2,49.0,0.0,Bronze
2023_T0003217,P2,Network,Access,Server,Server,361.92,54.0,0.0,Gold
2023_T0005074,P2,Hardware,Failure,Server,Server,1405.78,40.0,0.0,Bronze
2023_T0005398,P2,Hardware,Access,Firewall,Network,1398.22,59.0,0.0,Bronze
2023_T0004233,P4,Network,Crash,Switch,Server,3264.68,43.0,0.0,Bronze
2023_T0000578,P3,Network,Access,Firewall,Server,3258.57,48.0,1.0,Bronze
2023_T0006790,P3,Hardware,Slow,Firewall,Network,1310.3,28.0,0.0,Silver
2023_T0004294,P4,Network,Access,Firewall,Network,3981.15,10.0,0.0,Bronze
2023_T0005605,P1,Hardware,Failure,Firewall,Server,593.62,8.0,0.0,Bronze
2023_T0004832,P4,Hardware,Slow,Router,Network,2325.02,15.0,0.0,Silver
2023_T0001334,P4,Hardware,Crash,Firewall,Network,2101.4,13.0,0.0,Silver
2023_T0006473,P3,Hardware,Failure,Router,Network,2179.07,17.0,0.0,Bronze
2023_T0001992,P2,Hardware,Failure,Switch,Network,537.95,32.0,1.0,Gold
2023_T0002618,P3,Network,Crash,Firewall,Network,1476.15,59.0,1.0,Gold
2023_T0003567,P4,Hardware,Failure,Firewall,Server,3686.87,55.0,0.0,Bronze
2023_T0003088,P2,Hardware,Slow,Switch,Network,612.07,52.0,0.0,Silver
2023_T0006634,P4,Hardware,Access,Firewall,Network,3106.13,50.0,0.0,Bronze
2023_T0005862,P4,Hardware,Crash,Server,Server,2458.6,35.0,0.0,Gold
2023_T0003258,P2,Hardware,Crash,Router,Network,1493.72,44.0,1.0,Bronze
2023_T0001916,P1,Network,Crash,Server,Network,249.85,30.0,1.0,Gold
2023_T0001347,P1,Hardware,Slow,Server,Server,782.98,26.0,1.0,Bronze
2023_T0001574,P1,Hardware,Slow,Router,Server,260.98,26.0,1.0,Gold
2023_T0005285,P4,Network,Access,Server,Network,2664.75,52.0,0.0,Silver
2023_T0003769,P1,Network,Access,Router,Network,540.23,43.0,1.0,Silver
2023_T0006190,P3,Network,Crash,Server,Network,2998.62,56.0,1.0,Bronze
2023_T0002317,P4,Network,Slow,Switch,Network,4593.03,23.0,1.0,Bronze
2023_T0004349,P2,Network,Crash,Router,Network,1686.07,32.0,1.0,Bronze
2023_T0000616,P3,Network,Failure,Server,Network,1579.85,38.0,1.0,Gold
2023_T0005753,P1,Network,Failure,Router,Network,737.58,18.0,1.0,Bronze
2023_T0002192,P3,Hardware,Crash,Server,Server,2608.55,15.0,0.0,Bronze
2023_T0004317,P3,Hardware,Slow,Switch,Server,1671.62,34.0,1.0,Gold
2023_T0002122,P2,Hardware,Access,Switch,Network,1341.78,37.0,0.0,Bronze
2023_T0002427,P3,Hardware,Slow,Server,Network,1369.47,42.0,0.0,Silver
2023_T0000094,P4,Hardware,Crash,Switch,Network,2121.07,25.0,0.0,Gold
2023_T0000321,P4,Hardware,Crash,Firewall,Network,2121.07,25.0,0.0,Gold
2023_T0002260,P1,Hardware,Failure,Router,Server,754.0,6.0,1.0,Bronze
2023_T0000408,P1,Hardware,Failure,Server,Network,595.95,29.0,0.0,Bronze
2023_T0002616,P4,Hardware,Slow,Switch,Network,3088.4,19.0,1.0,Silver
2023_T0006774,P3,Hardware,Access,Firewall,Server,2443.32,15.0,0.0,Bronze
2023_T0000425,P3,Hardware,Crash,Router,Server,1163.33,22.0,0.0,Gold
2023_T0003650,P1,Network,Access,Server,Server,661.55,23.0,0.0,Bronze
2023_T0000652,P4,Network,Failure,Router,Network,2993.18,25.0,1.0,Silver
2023_T0001230,P4,Hardware,Failure,Router,Network,3767.52,25.0,0.0,Bronze
2023_T0001457,P4,Hardware,Failure,Firewall,Network,3767.52,25.0,0.0,Bronze
2023_T0003612,P2,Network,Access,Firewall,Network,510.83,28.0,1.0,Gold
2023_T0001403,P1,Network,Failure,Router,Network,857.52,25.0,1.0,Bronze
2023_T0004563,P2,Network,Crash,Firewall,Network,1222.82,58.0,0.0,Bronze
2023_T0001799,P1,Network,Crash,Firewall,Network,232.68,47.0,0.0,Gold
2023_T0006078,P2,Network,Slow,Firewall,Network,1314.47,18.0,0.0,Bronze
2023_T0001622,P4,Hardware,Slow,Router,Server,4025.33,14.0,0.0,Bronze
2023_T0000686,P4,Network,Failure,Firewall,Network,4417.17,39.0,1.0,Bronze
2023_T0000925,P4,Network,Slow,Firewall,Network,3010.45,13.0,1.0,Silver
2023_T0001152,P4,Network,Slow,Server,Network,3010.45,13.0,1.0,Silver
2023_T0006025,P3,Hardware,Slow,Router,Network,1644.85,23.0,1.0,Gold
2023_T0004137,P1,Hardware,Crash,Firewall,Network,603.58,29.0,0.0,Bronze
2023_T0001820,P4,Hardware,Slow,Server,Server,2999.17,31.0,1.0,Gold
2023_T0002541,P1,Hardware,Crash,Router,Server,526.05,48.0,0.0,Bronze
2023_T0001429,P2,Network,Crash,Firewall,Network,366.18,21.0,0.0,Gold
2023_T0001656,P2,Network,Crash,Server,Network,366.18,21.0,0.0,Gold
2023_T0004641,P2,Hardware,Slow,Switch,Network,536.35,59.0,1.0,Gold
2023_T0005691,P4,Hardware,Failure,Server,Network,2117.02,31.0,0.0,Gold
2023_T0006831,P1,Network,Slow,Switch,Network,353.98,32.0,0.0,Silver
2023_T0004566,P4,Hardware,Access,Firewall,Network,2806.58,45.0,0.0,Gold
2023_T0004435,P1,Network,Crash,Router,Network,262.88,21.0,1.0,Gold
2023_T0002670,P2,Network,Slow,Router,Server,795.87,24.0,1.0,Silver
2023_T0004570,P1,Network,Failure,Server,Network,246.93,23.0,1.0,Gold
2023_T0006893,P4,Hardware,Failure,Switch,Server,3300.28,46.0,0.0,Bronze
2023_T0003144,P2,Hardware,Crash,Switch,Server,452.97,7.0,0.0,Gold
2023_T0004129,P4,Network,Failure,Server,Server,3164.53,27.0,1.0,Gold
2023_T0001898,P3,Network,Slow,Router,Server,2280.62,59.0,0.0,Bronze
2023_T0004004,P2,Hardware,Slow,Firewall,Network,366.45,37.0,0.0,Gold
2023_T0001942,P1,Hardware,Slow,Firewall,Network,604.3,28.0,0.0,Bronze
2023_T0000120,P3,Hardware,Slow,Router,Server,1506.78,45.0,1.0,Gold
2023_T0000347,P3,Hardware,Slow,Router,Server,1506.78,45.0,1.0,Silver
2023_T0004453,P3,Network,Access,Router,Server,1520.98,14.0,1.0,Gold
2023_T0003091,P3,Hardware,Access,Router,Network,1427.75,14.0,0.0,Gold
2023_T0002160,P1,Hardware,Failure,Switch,Network,384.62,7.0,0.0,Silver
2023_T0003796,P4,Network,Crash,Server,Server,3043.08,38.0,1.0,Gold
2023_T0006651,P1,Hardware,Access,Server,Server,209.42,29.0,0.0,Gold
2023_T0006165,P4,Network,Access,Router,Network,2148.98,10.0,0.0,Gold
2023_T0005071,P1,Hardware,Access,Router,Network,246.08,34.0,1.0,Gold
2023_T0000158,P3,Hardware,Access,Router,Network,2726.08,21.0,0.0,Bronze
2023_T0000385,P3,Hardware,Access,Server,Network,1363.03,21.0,0.0,Gold
2023_T0001639,P4,Network,Slow,Switch,Network,2237.65,48.0,0.0,Silver
2023_T0003437,P4,Hardware,Failure,Router,Network,3337.67,39.0,1.0,Silver
2023_T0006180,P1,Network,Crash,Server,Network,240.12,59.0,1.0,Gold
2023_T0006351,P4,Network,Failure,Firewall,Network,3447.58,45.0,1.0,Gold
2023_T0005798,P2,Hardware,Crash,Firewall,Network,551.33,19.0,1.0,Gold
2023_T0001658,P2,Network,Failure,Switch,Network,462.78,51.0,0.0,Gold
2023_T0004119,P3,Network,Access,Server,Network,2221.88,29.0,0.0,Bronze
2023_T0001814,P4,Hardware,Failure,Server,Network,2594.97,43.0,0.0,Gold
2023_T0004612,P2,Network,Access,Router,Server,,10.0,1.0,Bronze
2023_T0000126,P4,Network,Crash,Firewall,Network,3768.17,16.0,0.0,Bronze
2023_T0002216,P3,Hardware,Failure,Router,Server,1208.05,26.0,0.0,Gold
2023_T0001871,P3,Network,Failure,Server,Server,1012.48,44.0,0.0,Gold
2023_T0001210,P1,Network,Access,Switch,Network,249.13,17.0,1.0,Gold
2023_T0005423,P3,Hardware,Failure,Server,Network,3144.37,32.0,1.0,Bronze
2023_T0001130,P1,Hardware,Crash,Server,Network,655.15,35.0,0.0,Bronze
2023_T0001357,P1,Hardware,Crash,Server,Network,218.38,35.0,0.0,Gold
2023_T0004333,P2,Hardware,Crash,Firewall,Network,1306.12,18.0,0.0,Bronze
