year_ticket_id,ticket_id,ticket_category,ticket_priority,issue_type,ticket_channel,ticket_status,ticket_description,sla_breach_prob,sla_risk_tier,client_id,service_tier,device_type,engineer_id,resolution_time_minutes,first_response_time_minutes,sla_num
2025_T0005885,T0005885,Hardware,P1,Crash,Email,Closed,System thermal shutdown.,0.4997,Medium,C024,Bronze,Router,E008,611.05,8.0,0.0
2025_T0005654,T0005654,Hardware,P4,Failure,Email,Closed,Server 04 failing to POST.,0.5007,Medium,C016,Gold,Firewall,E001,2990.52,42.0,1.0
2025_T0009576,T0009576,Hardware,P2,Access,Portal,Closed,Physical port unresponsive.,0.4996,Medium,C021,Bronze,Router,E005,1480.43,7.0,1.0
2025_T0009702,T0009702,Hardware,P4,Slow,Portal,Closed,Disk I/O wait times high.,0.5007,Medium,C016,Gold,Firewall,E012,2779.57,35.0,0.0
2025_T0003021,T0003021,Network,P1,Access,Email,,Total loss of connectivity in Sector B.,0.5007,Medium,C002,Silver,Switch,E004,338.15,11.0,0.0
2025_T0004541,T0004541,Network,P4,Slow,Portal,Closed,High latency during peak hours.,0.4997,Medium,C004,Bronze,Router,E010,4871.9,39.0,1.0
2025_T0004439,T0004439,Network,P1,Failure,Email,Closed,Total loss of connectivity in Sector B.,0.5004,Medium,C004,Bronze,Router,E017,775.52,15.0,1.0
2025_T0009059,T0009059,Network,P3,Crash,Email,Closed,Core switch rebooted unexpectedly.,0.4997,Medium,C001,Gold,Router,E010,1251.48,8.0,0.0
2025_T0007247,T0007247,Hardware,P1,Crash,Portal,Closed,System thermal shutdown.,0.4996,Medium,C009,Bronze,Switch,E018,771.32,35.0,1.0
2025_T0005931,T0005931,Network,P1,Crash,Portal,Closed,Core switch rebooted unexpectedly.,0.4996,Medium,C010,Silver,Server,E003,504.53,52.0,1.0
2025_T0007739,T0007739,Hardware,P1,Access,Portal,Closed,Physical port unresponsive.,0.4992,Medium,C022,Bronze,Server,E004,847.78,31.0,1.0
2025_T0003232,T0003232,Hardware,P2,Crash,Portal,Closed,System thermal shutdown.,0.4992,Medium,C023,Gold,Server,E001,434.1,31.0,0.0
2025_T0003017,T0003017,Network,P2,Failure,Email,Closed,Total loss of connectivity in Sector B.,0.4996,Medium,C016,Gold,Switch,E013,360.52,51.0,0.0
2025_T0006865,T0006865,Network,P4,Slow,Portal,Closed,High latency during peak hours.,0.4997,Medium,C024,Bronze,Router,E005,3985.82,26.0,0.0
2025_T0006155,T0006155,Network,P4,Slow,Portal,Closed,High latency during peak hours.,0.5007,Medium,C016,Gold,Firewall,E019,2552.38,55.0,0.0
2025_T0005866,T0005866,Network,P1,Slow,Portal,Closed,High latency during peak hours.,0.5005,Medium,C023,Gold,Firewall,E014,246.22,54.0,1.0
2025_T0004378,T0004378,Network,P3,Slow,Portal,Closed,High latency during peak hours.,0.4996,Medium,C004,Bronze,Firewall,E006,3120.0,24.0,1.0
2025_T0007765,T0007765,Hardware,P4,Access,Email,Closed,Physical port unresponsive.,0.5005,Medium,C022,Bronze,Firewall,E006,4690.4,44.0,1.0
2025_T0004535,T0004535,Network,P3,Access,Email,Closed,VPN authentication failing.,0.4996,Medium,C016,Gold,Switch,E011,1229.62,35.0,0.0
2025_T0005594,T0005594,Hardware,P3,Crash,Email,Closed,System thermal shutdown.,0.4997,Medium,C020,Gold,Router,E015,1090.63,50.0,0.0
2025_T0006897,T0006897,Hardware,P4,Access,Email,Closed,Physical port unresponsive.,0.4996,Medium,C016,Gold,Server,E004,2424.6,44.0,0.0
2025_T0008527,T0008527,Network,P4,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.5005,Medium,C011,Bronze,Switch,E012,4296.68,14.0,0.0
2025_T0009513,T0009513,Hardware,P2,Crash,Portal,Closed,System thermal shutdown.,0.4997,Medium,C020,Gold,Router,E008,552.38,57.0,1.0
2025_T0006030,T0006030,Network,P1,Access,Portal,Closed,VPN authentication failing.,0.5007,Medium,C016,Gold,Router,E018,242.92,43.0,1.0
2025_T0008553,T0008553,Hardware,P3,Slow,Email,Closed,Disk I/O wait times high.,0.4997,Medium,C006,Bronze,Switch,E015,2090.15,8.0,0.0
2025_T0004864,T0004864,Network,P3,Access,Email,Closed,VPN authentication failing.,0.4996,Medium,C013,Gold,Server,E004,1296.32,58.0,0.0
2025_T0008691,T0008691,Network,P2,Slow,Email,Closed,High latency during peak hours.,0.4997,Medium,C018,Gold,Router,E014,352.38,39.0,0.0
2025_T0008778,T0008778,Network,P2,Crash,Portal,Closed,Core switch rebooted unexpectedly.,0.5007,Medium,C010,Silver,Server,E013,751.35,48.0,1.0
2025_T0003349,T0003349,Hardware,P1,Access,Email,Closed,Server 04 failing to POST.,0.4996,Medium,C020,Gold,Server,E013,208.78,46.0,0.0
2025_T0003566,T0003566,Network,P4,Failure,Email,Closed,Total loss of connectivity in Sector B.,0.5005,Medium,C011,Bronze,Switch,E002,4639.08,47.0,1.0
2025_T0007361,T0007361,Hardware,,Crash,Portal,Closed,System thermal shutdown.,0.4997,Medium,C017,Silver,Router,E015,1361.97,32.0,0.0
2025_T0009009,T0009009,Hardware,P2,Failure,Portal,Closed,Server 04 failing to POST.,0.4997,Medium,C024,Bronze,Router,E008,1508.07,29.0,1.0
2025_T0007452,T0007452,Hardware,P4,Failure,Email,Closed,Server 04 failing to POST.,0.4997,Medium,C017,Silver,Router,E011,2744.18,26.0,0.0
2025_T0006664,T0006664,Network,P3,Crash,Portal,Closed,Core switch rebooted unexpectedly.,0.4994,Medium,C007,Gold,Router,E009,1268.95,10.0,0.0
2025_T0005268,T0005268,Hardware,P3,Slow,Email,Closed,Disk I/O wait times high.,0.4997,Medium,C009,Bronze,Switch,E016,2885.43,23.0,1.0
2025_T0010269,T0010269,Network,P4,Crash,Email,Closed,Core switch rebooted unexpectedly.,0.4994,Medium,C005,Bronze,Firewall,E005,3646.05,40.0,0.0
2025_T0007927,T0007927,Network,P3,Access,Portal,Closed,VPN authentication failing.,0.4993,Medium,C005,Bronze,Firewall,E003,2106.37,6.0,0.0
2025_T0004512,T0004512,Network,P3,Slow,Email,Closed,High latency during peak hours.,0.5011,Medium,C011,Bronze,Switch,E020,2939.88,59.0,1.0
2025_T0004376,T0004376,Hardware,P2,Access,Portal,Closed,Physical port unresponsive.,0.501,Medium,C004,Bronze,Firewall,E016,1584.12,18.0,1.0
2025_T0007616,T0007616,Network,P4,Access,Portal,Closed,VPN authentication failing.,0.4993,Medium,C019,Gold,Server,E001,3189.53,59.0,1.0
2025_T0009989,T0009989,Hardware,P1,Access,Email,Closed,Physical port unresponsive.,0.4994,Medium,C002,Silver,Server,E006,545.72,41.0,1.0
2025_T0006403,T0006403,Network,P2,Crash,Email,Closed,Core switch rebooted unexpectedly.,0.4994,Medium,C015,Silver,Switch,E008,711.87,43.0,0.0
2025_T0006189,T0006189,Network,P1,Slow,Portal,Closed,High latency during peak hours.,0.4994,Medium,C016,Gold,Server,E005,193.88,26.0,0.0
2025_T0006191,T0006191,Network,P3,Slow,Email,Closed,High latency during peak hours.,0.4994,Medium,C008,Gold,Server,E008,1068.57,6.0,0.0
2025_T0005301,T0005301,Network,P1,Slow,Portal,Closed,High latency during peak hours.,0.501,Medium,C024,Bronze,Switch,E006,565.2,35.0,0.0
2025_T0009486,T0009486,Hardware,P3,Access,Email,Closed,Physical port unresponsive.,0.4993,Medium,C016,Gold,Firewall,E005,1479.67,60.0,1.0
2025_T0009683,T0009683,Hardware,P4,Slow,Email,Closed,Disk I/O wait times high.,0.501,Medium,C020,Gold,Firewall,E003,2540.52,41.0,0.0
2025_T0004610,T0004610,Network,P2,Slow,Email,Closed,High latency during peak hours.,0.5011,Medium,C023,Gold,Router,E005,442.93,19.0,0.0
2025_T0007089,T0007089,Network,P2,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.4997,Medium,C001,Gold,Firewall,E002,360.08,51.0,0.0
2025_T0009182,T0009182,Hardware,P3,Crash,Portal,Closed,System thermal shutdown.,0.501,Medium,C004,Bronze,Firewall,E020,3450.6,59.0,1.0
2025_T0008151,T0008151,Hardware,P1,Access,Email,Closed,Physical port unresponsive.,0.4994,Medium,C016,Gold,Server,E002,191.55,42.0,0.0
2025_T0008858,T0008858,Network,P4,Crash,Portal,Closed,Core switch rebooted unexpectedly.,0.4997,Medium,C012,Bronze,Switch,E017,3357.67,39.0,0.0
2025_T0003517,T0003517,Network,P2,Access,Portal,Closed,Total loss of connectivity in Sector B.,0.5028,Medium,C009,Bronze,Router,E017,1054.3,16.0,0.0
2025_T0009478,T0009478,Hardware,P4,Failure,Email,Closed,Server 04 failing to POST.,0.5007,Medium,C011,Bronze,Switch,E019,4986.05,40.0,1.0
2025_T0008659,T0008659,Hardware,P4,Slow,Portal,Closed,Disk I/O wait times high.,0.4997,Medium,C012,Bronze,Firewall,E001,3780.4,59.0,0.0
2025_T0005627,T0005627,Hardware,P2,Failure,Email,Closed,Server 04 failing to POST.,0.4993,Medium,C010,Silver,Server,E017,818.25,17.0,1.0
2025_T0010281,T0010281,Network,P1,Access,Portal,Closed,VPN authentication failing.,0.4994,Medium,C005,Bronze,Router,E017,780.53,42.0,1.0
2025_T0003820,T0003820,Network,P4,Crash,Portal,Closed,Core switch rebooted unexpectedly.,0.4993,Medium,C003,Silver,Switch,E015,2179.53,9.0,0.0
2025_T0008086,T0008086,Hardware,P2,Crash,Portal,Closed,System thermal shutdown.,0.4997,Medium,C021,Bronze,Router,E018,1504.73,55.0,1.0
2025_T0008611,T0008611,Hardware,P4,Access,Email,Closed,Physical port unresponsive.,0.4997,Medium,C018,Gold,Firewall,E008,2874.72,8.0,0.0
2025_T0006632,T0006632,Network,P3,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.4993,Medium,C016,Gold,Router,E015,1620.93,23.0,1.0
2025_T0010394,T0010394,Hardware,P4,Slow,Portal,Closed,Disk I/O wait times high.,0.4994,Medium,C003,Silver,Server,E013,2805.0,20.0,0.0
2025_T0009766,T0009766,Hardware,P4,Failure,Portal,Closed,Server 04 failing to POST.,0.501,Medium,C018,Gold,Switch,E001,3234.9,57.0,1.0
2025_T0009052,T0009052,Hardware,P2,Crash,Email,Closed,System thermal shutdown.,0.501,Medium,C018,Gold,Switch,E014,451.47,5.0,0.0
2025_T0005774,T0005774,Network,P4,Slow,Email,Closed,High latency during peak hours.,0.501,Medium,C004,Bronze,Firewall,E007,4336.25,17.0,1.0
2025_T0004466,T0004466,Hardware,P4,Failure,Portal,Closed,Server 04 failing to POST.,0.4993,Medium,C016,Gold,Router,E014,2830.9,5.0,0.0
2025_T0008889,T0008889,Network,P2,Slow,Email,Closed,High latency during peak hours.,0.501,Medium,C024,Bronze,Router,E004,1180.92,18.0,0.0
2025_T0008597,T0008597,Hardware,P4,Crash,Portal,Closed,System thermal shutdown.,0.4994,Medium,C003,Silver,Server,E006,3360.77,34.0,1.0
2025_T0009781,T0009781,Network,P2,Access,Email,Closed,VPN authentication failing.,0.4993,Medium,C013,Gold,Server,E005,452.52,36.0,0.0
2025_T0005948,T0005948,Network,P2,Slow,Portal,Closed,High latency during peak hours.,0.4997,Medium,C004,Bronze,Firewall,E003,1123.93,52.0,0.0
2025_T0008949,T0008949,Network,P3,Access,Email,Closed,VPN authentication failing.,0.4997,Medium,C006,Bronze,Firewall,E001,3061.87,33.0,1.0
2025_T0008690,T0008690,Network,P1,Slow,Portal,Closed,High latency during peak hours.,0.4994,Medium,C013,Gold,Server,E016,239.3,51.0,0.0
2025_T0008249,T0008249,Hardware,P3,Access,Email,Closed,Physical port unresponsive.,0.4994,Medium,C005,Bronze,Firewall,E015,2348.5,25.0,0.0
2025_T0009945,T0009945,Network,P3,Crash,Portal,Closed,Core switch rebooted unexpectedly.,0.5007,Medium,C011,Bronze,Switch,E005,2955.55,14.0,1.0
2025_T0003432,T0003432,Hardware,P4,Crash,Portal,Closed,System thermal shutdown.,0.4994,Medium,C007,Gold,Router,E015,2221.45,45.0,0.0
2025_T0003914,T0003914,Network,P1,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.501,Medium,C012,Bronze,Router,E013,648.97,38.0,0.0
2025_T0007047,T0007047,Network,P1,Crash,Portal,Closed,Core switch rebooted unexpectedly.,0.4997,Medium,C012,Bronze,Switch,E020,860.6,43.0,1.0
2025_T0008310,T0008310,Hardware,P2,Slow,Portal,Closed,Disk I/O wait times high.,0.4997,Medium,C017,Silver,Firewall,E012,533.85,28.0,0.0
2025_T0006450,T0006450,Network,P2,Slow,Email,Closed,High latency during peak hours.,0.4997,Medium,C024,Bronze,Server,E019,1568.73,8.0,1.0
2025_T0003814,T0003814,Hardware,P2,Access,Portal,Closed,Server 04 failing to POST.,0.4993,Medium,C013,Gold,Router,E019,357.52,9.0,0.0
2025_T0008004,T0008004,Network,P3,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.4997,Medium,C004,Bronze,Switch,E003,2221.05,35.0,0.0
2025_T0005981,T0005981,Network,P2,Failure,Email,Closed,Total loss of connectivity in Sector B.,0.4994,Medium,C013,Gold,Server,E002,449.42,23.0,0.0
2025_T0006518,T0006518,Hardware,P3,Access,Email,Closed,Physical port unresponsive.,0.4993,Medium,C003,Silver,Server,E009,1124.05,33.0,0.0
2025_T0006233,T0006233,Hardware,P1,Slow,Portal,Closed,Disk I/O wait times high.,0.4994,Medium,C003,Silver,Server,E007,408.82,59.0,0.0
2025_T0005993,T0005993,Hardware,P2,Slow,Portal,Closed,Disk I/O wait times high.,0.5005,Medium,C023,Gold,Switch,E004,340.78,18.0,0.0
2025_T0007328,T0007328,Hardware,P4,Access,Portal,Closed,Physical port unresponsive.,0.4996,Medium,C013,Gold,Server,E013,2451.53,51.0,0.0
2025_T0006074,T0006074,Hardware,P1,Slow,Email,Closed,Disk I/O wait times high.,0.4996,Medium,C020,Gold,Server,E010,184.0,32.0,0.0
2025_T0007020,T0007020,Network,P2,Failure,Email,Closed,Total loss of connectivity in Sector B.,0.4997,Medium,C006,Bronze,Server,E008,1224.15,26.0,0.0
2025_T0005166,T0005166,Network,P2,Crash,Portal,Closed,Core switch rebooted unexpectedly.,0.4996,Medium,C009,Bronze,Firewall,E017,1120.52,13.0,0.0
2025_T0008181,T0008181,Hardware,P1,Crash,Portal,Closed,System thermal shutdown.,0.5007,Medium,C016,Gold,Firewall,E003,272.08,48.0,1.0
2025_T0007401,T0007401,Network,P2,Failure,Email,Closed,Total loss of connectivity in Sector B.,0.5007,Medium,C013,Gold,Server,E012,376.03,33.0,0.0
2025_T0006388,T0006388,Hardware,P3,Access,Email,Closed,Physical port unresponsive.,0.4997,Medium,C021,Bronze,Switch,E002,2260.55,51.0,0.0
2025_T0004760,T0004760,Network,P4,Slow,Portal,Closed,High latency during peak hours.,0.4996,Medium,C019,Gold,Switch,E019,2257.07,30.0,0.0
2025_T0009157,T0009157,Hardware,P2,Slow,Portal,Closed,Disk I/O wait times high.,0.5007,Medium,C010,Silver,Server,E002,507.38,26.0,0.0
2025_T0005424,T0005424,Hardware,P2,Crash,Portal,Closed,System thermal shutdown.,0.4997,Medium,C014,Bronze,Firewall,E001,1250.7,38.0,0.0
2025_T0004345,T0004345,Hardware,P1,Crash,Portal,Closed,System thermal shutdown.,0.4997,Medium,C020,Gold,Firewall,E001,242.17,30.0,1.0
2025_T0005376,T0005376,Hardware,P1,Failure,Email,Closed,Server 04 failing to POST.,0.4997,Medium,C020,Gold,Firewall,E019,205.65,14.0,0.0
2025_T0010413,T0010413,Network,P1,Crash,Portal,Closed,Core switch rebooted unexpectedly.,0.4996,Medium,C014,Bronze,Router,E015,665.6,18.0,0.0
2025_T0004666,T0004666,Network,P1,Access,Portal,Closed,VPN authentication failing.,0.5007,Medium,C016,Gold,Router,E009,272.43,31.0,1.0
2025_T0003141,T0003141,Network,P2,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.4992,Medium,C023,Gold,Server,E006,342.33,30.0,0.0
2025_T0005810,T0005810,Hardware,P4,Failure,Portal,Closed,Server 04 failing to POST.,0.4997,Medium,C018,Gold,Router,E005,2599.72,8.0,0.0
2025_T0008332,T0008332,Network,P2,Failure,Email,Closed,Total loss of connectivity in Sector B.,0.4996,Medium,C001,Gold,Server,E005,340.22,19.0,0.0
2025_T0004658,T0004658,Network,P3,Access,Email,Closed,VPN authentication failing.,0.4996,Medium,C019,Gold,Switch,E015,1137.93,49.0,0.0
2025_T0006652,T0006652,Hardware,P2,Slow,Email,Closed,Disk I/O wait times high.,0.4996,Medium,C013,Gold,Server,E020,487.67,13.0,1.0
2025_T0005763,T0005763,Network,P1,Crash,Email,Closed,Core switch rebooted unexpectedly.,0.4996,Medium,C017,Silver,Firewall,E019,506.4,42.0,1.0
2025_T0003261,T0003261,Network,P2,Failure,Email,Closed,Total loss of connectivity in Sector B.,0.5007,Medium,C016,Gold,Router,E007,433.2,38.0,0.0
2025_T0004732,T0004732,Network,P2,Slow,Portal,Closed,High latency during peak hours.,0.4996,Medium,C019,Gold,Firewall,E004,380.93,10.0,0.0
2025_T0006544,T0006544,Network,P3,Slow,Portal,Closed,High latency during peak hours.,0.5007,Medium,C015,Silver,Server,E002,1415.4,11.0,0.0
2025_T0004613,T0004613,Network,P1,Access,Portal,Closed,VPN authentication failing.,0.4996,Medium,C001,Gold,Server,E004,218.78,28.0,0.0
2025_T0010471,T0010471,Network,P4,Access,Email,Closed,VPN authentication failing.,0.4996,Medium,C008,Gold,Router,E020,3321.0,5.0,1.0
2025_T0004846,T0004846,Hardware,P1,Crash,Email,Closed,System thermal shutdown.,0.4996,Medium,C009,Bronze,Firewall,E003,620.55,42.0,0.0
2025_T0006355,T0006355,Network,P3,Crash,Portal,Closed,Core switch rebooted unexpectedly.,0.4997,Medium,C001,Gold,Router,E008,1308.68,5.0,0.0
2025_T0004308,T0004308,Hardware,P3,Slow,Portal,Closed,Disk I/O wait times high.,0.4992,Medium,C011,Bronze,Router,E018,3290.83,19.0,1.0
2025_T0010098,T0010098,Hardware,P3,Access,Email,Closed,Physical port unresponsive.,0.5007,Medium,C016,Gold,Router,E020,1394.55,31.0,0.0
2025_T0004627,T0004627,Hardware,P4,Failure,Email,Closed,Server 04 failing to POST.,0.4997,Medium,C024,Bronze,Router,E006,3792.03,59.0,0.0
2025_T0008532,T0008532,Network,P1,Failure,Email,Closed,Total loss of connectivity in Sector B.,0.4996,Medium,C002,Silver,Server,E018,491.65,44.0,1.0
2025_T0008636,T0008636,Hardware,P2,Failure,Email,Closed,Server 04 failing to POST.,0.5,Medium,C011,Bronze,Switch,E015,1137.92,57.0,0.0
2025_T0009601,T0009601,Hardware,P4,Access,Email,Closed,Physical port unresponsive.,0.4996,Medium,C024,Bronze,Server,E013,4072.22,51.0,0.0
2025_T0004125,T0004125,Network,P4,Crash,Portal,Closed,Core switch rebooted unexpectedly.,0.4996,Medium,C014,Bronze,Router,E005,4671.5,46.0,1.0
2025_T0006294,T0006294,Network,P1,Failure,Email,Closed,Total loss of connectivity in Sector B.,0.4997,Medium,C021,Bronze,Switch,E019,615.48,15.0,0.0
2025_T0004144,T0004144,Hardware,P3,Slow,Portal,Closed,Disk I/O wait times high.,0.4996,Medium,C004,Bronze,Firewall,E005,2016.15,15.0,0.0
2025_T0007614,T0007614,Network,P3,Failure,Email,Closed,Total loss of connectivity in Sector B.,0.4997,Medium,C004,Bronze,Switch,E017,2364.27,52.0,0.0
2025_T0010322,T0010322,Network,P1,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.4997,Medium,C001,Gold,Server,E013,185.35,7.0,0.0
2025_T0004717,T0004717,Hardware,P3,Failure,Email,Closed,Server 04 failing to POST.,0.5007,Medium,C015,Silver,Router,E016,1335.63,37.0,0.0
2025_T0008418,T0008418,Network,P3,Slow,Portal,Closed,High latency during peak hours.,0.4997,Medium,C024,Bronze,Router,E016,2176.47,51.0,0.0
2025_T0007151,T0007151,Network,P1,Access,Portal,Closed,VPN authentication failing.,0.4996,Medium,C004,Bronze,Firewall,E006,509.73,48.0,0.0
2025_T0008416,T0008416,Network,P1,Crash,Email,Closed,Core switch rebooted unexpectedly.,0.5007,Medium,C016,Gold,Router,E019,175.22,6.0,0.0
2025_T0006892,T0006892,Hardware,P1,Access,Email,Closed,Physical port unresponsive.,0.4992,Medium,C023,Gold,Server,E012,172.97,39.0,0.0
2025_T0008066,T0008066,Network,P1,Access,Portal,Closed,VPN authentication failing.,0.4996,Medium,C003,Silver,Server,E019,342.83,45.0,0.0
2025_T0006067,T0006067,Network,P4,Failure,Email,Closed,Total loss of connectivity in Sector B.,0.4996,Medium,C012,Bronze,Switch,E008,3203.42,16.0,0.0
2025_T0005091,T0005091,Hardware,P4,Access,Portal,Closed,Physical port unresponsive.,0.4996,Medium,C015,Silver,Server,E010,3224.5,36.0,1.0
2025_T0006263,T0006263,Hardware,P2,Slow,Email,Closed,Disk I/O wait times high.,0.4997,Medium,C021,Bronze,Server,E003,1187.83,18.0,0.0
2025_T0005577,T0005577,Hardware,P2,Crash,Portal,Closed,System thermal shutdown.,0.4996,Medium,C016,Gold,Server,E015,350.35,6.0,0.0
2025_T0006310,T0006310,Hardware,P4,Crash,Email,Closed,System thermal shutdown.,0.4997,Medium,C024,Bronze,Router,E007,3473.12,21.0,0.0
2025_T0006069,T0006069,Network,P4,Crash,Email,Closed,Core switch rebooted unexpectedly.,0.5007,Medium,C016,Gold,Firewall,E012,2783.12,22.0,0.0
2025_T0005067,T0005067,Network,P2,Failure,Email,Closed,Total loss of connectivity in Sector B.,0.5007,Medium,C015,Silver,Server,E013,638.92,17.0,0.0
2025_T0008644,T0008644,Hardware,P3,Crash,Portal,Closed,System thermal shutdown.,0.4992,Medium,C011,Bronze,Switch,E006,2250.75,47.0,0.0
2025_T0004402,T0004402,Hardware,P1,Crash,Portal,Closed,System thermal shutdown.,0.4996,Medium,C013,Gold,Server,E012,241.33,25.0,1.0
2025_T0004707,T0004707,Network,P2,Access,Portal,Closed,VPN authentication failing.,0.4996,Medium,C015,Silver,Server,E017,775.07,42.0,1.0
2025_T0004836,T0004836,Network,P2,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.4997,Medium,C017,Silver,Router,E004,861.65,8.0,1.0
2025_T0004515,T0004515,Hardware,P2,Access,Email,Closed,Physical port unresponsive.,0.5007,Medium,C003,Silver,Switch,E014,556.07,12.0,0.0
2025_T0004782,T0004782,Network,P4,Slow,Email,Closed,High latency during peak hours.,0.4996,Medium,C004,Bronze,Switch,E002,4070.98,45.0,0.0
2025_T0006380,T0006380,Hardware,P3,Crash,Email,Closed,System thermal shutdown.,0.4996,Medium,C013,Gold,Server,E016,1617.57,34.0,1.0
2025_T0006499,T0006499,Network,P3,Access,Portal,Closed,VPN authentication failing.,0.4997,Medium,C017,Silver,Router,E014,1540.22,40.0,1.0
2025_T0007179,T0007179,Hardware,P2,Access,Email,Closed,Physical port unresponsive.,0.4996,Medium,C001,Gold,Firewall,E017,409.67,47.0,0.0
2025_T0003277,T0003277,Network,P1,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.5004,Medium,C020,Gold,Router,E009,191.97,19.0,0.0
2025_T0009898,T0009898,Hardware,P2,Failure,Portal,Closed,Server 04 failing to POST.,0.5007,Medium,C008,Gold,Switch,E010,402.32,59.0,0.0
2025_T0003622,T0003622,Hardware,P1,Access,Portal,Closed,Server 04 failing to POST.,0.4996,Medium,C013,Gold,Server,E003,251.05,40.0,1.0
2025_T0008488,T0008488,Network,P2,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.5005,Medium,C011,Bronze,Switch,E002,1630.02,8.0,1.0
